mountain fold,An origami basic folding technique where you fold the paper toward you,https://en.wikipedia.org/wiki/Yoshizawa%E2%80%93Randlett_system#Basic_folds
valley fold,An origami basic folding technique where you fold the paper away from you,https://en.wikipedia.org/wiki/Yoshizawa%E2%80%93Randlett_system#Basic_folds
wet fold, An origami technique in which you dampen the paper with water to sculpt the paper around the geometric folding,https://en.wikipedia.org/wiki/Wet-folding
